emotions,genders,audio_intensity,audio_path,duration,dataset
angry,male,normal,./data/ravdess-emotional-speech-audio/Actor_01\03-01-05-01-01-01-01.wav,3.8705668934240363,ravdess
angry,male,normal,./data/ravdess-emotional-speech-audio/Actor_01\03-01-05-01-01-02-01.wav,3.937278911564626,ravdess
angry,male,normal,./data/ravdess-emotional-speech-audio/Actor_01\03-01-05-01-02-01-01.wav,3.5035374149659866,ravdess
angry,male,normal,./data/ravdess-emotional-speech-audio/Actor_01\03-01-05-01-02-02-01.wav,3.737097505668934,ravdess
angry,male,high,./data/ravdess-emotional-speech-audio/Actor_01\03-01-05-02-01-01-01.wav,4.104126984126984,ravdess
angry,male,high,./data/ravdess-emotional-speech-audio/Actor_01\03-01-05-02-01-02-01.wav,4.3710657596371885,ravdess
angry,male,high,./data/ravdess-emotional-speech-audio/Actor_01\03-01-05-02-02-01-01.wav,4.1374603174603175,ravdess
angry,male,high,./data/ravdess-emotional-speech-audio/Actor_01\03-01-05-02-02-02-01.wav,4.437777777777778,ravdess
fear,male,normal,./data/ravdess-emotional-speech-audio/Actor_01\03-01-06-01-01-01-01.wav,3.670340136054422,ravdess
fear,male,normal,./data/ravdess-emotional-speech-audio/Actor_01\03-01-06-01-01-02-01.wav,3.6370068027210882,ravdess
fear,male,normal,./data/ravdess-emotional-speech-audio/Actor_01\03-01-06-01-02-01-01.wav,3.436780045351474,ravdess
fear,male,normal,./data/ravdess-emotional-speech-audio/Actor_01\03-01-06-01-02-02-01.wav,3.703718820861678,ravdess
fear,male,high,./data/ravdess-emotional-speech-audio/Actor_01\03-01-06-02-01-01-01.wav,5.005034013605442,ravdess
fear,male,high,./data/ravdess-emotional-speech-audio/Actor_01\03-01-06-02-01-02-01.wav,4.237596371882086,ravdess
fear,male,high,./data/ravdess-emotional-speech-audio/Actor_01\03-01-06-02-02-01-01.wav,3.970657596371882,ravdess
fear,male,high,./data/ravdess-emotional-speech-audio/Actor_01\03-01-06-02-02-02-01.wav,3.9039455782312924,ravdess
disgust,male,normal,./data/ravdess-emotional-speech-audio/Actor_01\03-01-07-01-01-01-01.wav,3.8705215419501133,ravdess
disgust,male,normal,./data/ravdess-emotional-speech-audio/Actor_01\03-01-07-01-01-02-01.wav,3.9039002267573695,ravdess
disgust,male,normal,./data/ravdess-emotional-speech-audio/Actor_01\03-01-07-01-02-01-01.wav,3.9039002267573695,ravdess
disgust,male,normal,./data/ravdess-emotional-speech-audio/Actor_01\03-01-07-01-02-02-01.wav,3.83718820861678,ravdess
disgust,male,high,./data/ravdess-emotional-speech-audio/Actor_01\03-01-07-02-01-01-01.wav,4.304308390022676,ravdess
disgust,male,high,./data/ravdess-emotional-speech-audio/Actor_01\03-01-07-02-01-02-01.wav,4.104126984126984,ravdess
disgust,male,high,./data/ravdess-emotional-speech-audio/Actor_01\03-01-07-02-02-01-01.wav,4.037414965986395,ravdess
disgust,male,high,./data/ravdess-emotional-speech-audio/Actor_01\03-01-07-02-02-02-01.wav,4.3710657596371885,ravdess
surprised,male,normal,./data/ravdess-emotional-speech-audio/Actor_01\03-01-08-01-01-01-01.wav,3.4034013605442177,ravdess
surprised,male,normal,./data/ravdess-emotional-speech-audio/Actor_01\03-01-08-01-01-02-01.wav,3.2699319727891156,ravdess
surprised,male,normal,./data/ravdess-emotional-speech-audio/Actor_01\03-01-08-01-02-01-01.wav,3.5369160997732427,ravdess
surprised,male,normal,./data/ravdess-emotional-speech-audio/Actor_01\03-01-08-01-02-02-01.wav,3.2699319727891156,ravdess
surprised,male,high,./data/ravdess-emotional-speech-audio/Actor_01\03-01-08-02-01-01-01.wav,3.436780045351474,ravdess
surprised,male,high,./data/ravdess-emotional-speech-audio/Actor_01\03-01-08-02-01-02-01.wav,3.570249433106576,ravdess
surprised,male,high,./data/ravdess-emotional-speech-audio/Actor_01\03-01-08-02-02-01-01.wav,3.5035374149659866,ravdess
surprised,male,high,./data/ravdess-emotional-speech-audio/Actor_01\03-01-08-02-02-02-01.wav,3.2699773242630386,ravdess
neutral,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-01-01-01-01-02.wav,3.6369614512471657,ravdess
neutral,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-01-01-01-02-02.wav,3.603628117913832,ravdess
neutral,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-01-01-02-01-02.wav,3.7704308390022674,ravdess
neutral,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-01-01-02-02-02.wav,3.603628117913832,ravdess
neutral,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-02-01-01-01-02.wav,3.83718820861678,ravdess
neutral,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-02-01-01-02-02.wav,4.004036281179138,ravdess
neutral,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-02-01-02-01-02.wav,3.83718820861678,ravdess
neutral,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-02-01-02-02-02.wav,3.970657596371882,ravdess
neutral,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-02-02-01-01-02.wav,4.13750566893424,ravdess
neutral,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-02-02-01-02-02.wav,4.037414965986395,ravdess
neutral,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-02-02-02-01-02.wav,4.104126984126984,ravdess
neutral,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-02-02-02-02-02.wav,4.104126984126984,ravdess
happy,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-03-01-01-01-02.wav,3.603628117913832,ravdess
happy,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-03-01-01-02-02.wav,3.703718820861678,ravdess
happy,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-03-01-02-01-02.wav,3.7704761904761903,ravdess
happy,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-03-01-02-02-02.wav,3.737097505668934,ravdess
happy,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-03-02-01-01-02.wav,3.703718820861678,ravdess
happy,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-03-02-01-02-02.wav,3.670340136054422,ravdess
happy,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-03-02-02-01-02.wav,3.703718820861678,ravdess
happy,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-03-02-02-02-02.wav,3.8705215419501133,ravdess
sad,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-04-01-01-01-02.wav,3.83718820861678,ravdess
sad,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-04-01-01-02-02.wav,3.7704761904761903,ravdess
sad,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-04-01-02-01-02.wav,3.737097505668934,ravdess
sad,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-04-01-02-02-02.wav,3.7704761904761903,ravdess
sad,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-04-02-01-01-02.wav,3.737097505668934,ravdess
sad,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-04-02-01-02-02.wav,3.7704308390022674,ravdess
sad,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-04-02-02-01-02.wav,3.703718820861678,ravdess
sad,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-04-02-02-02-02.wav,3.670340136054422,ravdess
angry,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-05-01-01-01-02.wav,3.670340136054422,ravdess
angry,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-05-01-01-02-02.wav,3.670340136054422,ravdess
angry,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-05-01-02-01-02.wav,3.7704308390022674,ravdess
angry,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-05-01-02-02-02.wav,3.803809523809524,ravdess
angry,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-05-02-01-01-02.wav,3.9039455782312924,ravdess
angry,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-05-02-01-02-02.wav,4.004036281179138,ravdess
angry,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-05-02-02-01-02.wav,4.004036281179138,ravdess
angry,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-05-02-02-02-02.wav,4.004036281179138,ravdess
fear,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-06-01-01-01-02.wav,3.6370068027210882,ravdess
fear,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-06-01-01-02-02.wav,3.737097505668934,ravdess
fear,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-06-01-02-01-02.wav,3.670340136054422,ravdess
fear,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-06-01-02-02-02.wav,3.737097505668934,ravdess
fear,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-06-02-01-01-02.wav,3.803809523809524,ravdess
fear,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-06-02-01-02-02.wav,3.6370068027210882,ravdess
fear,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-06-02-02-01-02.wav,3.603628117913832,ravdess
fear,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-06-02-02-02-02.wav,3.603628117913832,ravdess
disgust,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-07-01-01-01-02.wav,3.670340136054422,ravdess
disgust,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-07-01-01-02-02.wav,3.6370068027210882,ravdess
disgust,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-07-01-02-01-02.wav,3.8705668934240363,ravdess
disgust,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-07-01-02-02-02.wav,3.83718820861678,ravdess
disgust,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-07-02-01-01-02.wav,4.1374603174603175,ravdess
disgust,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-07-02-01-02-02.wav,4.1374603174603175,ravdess
disgust,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-07-02-02-01-02.wav,4.004036281179138,ravdess
disgust,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-07-02-02-02-02.wav,4.037414965986395,ravdess
surprised,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-08-01-01-01-02.wav,3.53687074829932,ravdess
surprised,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-08-01-01-02-02.wav,3.53687074829932,ravdess
surprised,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-08-01-02-01-02.wav,3.603628117913832,ravdess
surprised,female,normal,./data/ravdess-emotional-speech-audio/Actor_02\03-01-08-01-02-02-02.wav,3.5369160997732427,ravdess
surprised,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-08-02-01-01-02.wav,3.737097505668934,ravdess
surprised,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-08-02-01-02-02.wav,3.7704761904761903,ravdess
surprised,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-08-02-02-01-02.wav,3.737097505668934,ravdess
surprised,female,high,./data/ravdess-emotional-speech-audio/Actor_02\03-01-08-02-02-02-02.wav,3.803854875283447,ravdess
neutral,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-01-01-01-01-03.wav,3.436780045351474,ravdess
neutral,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-01-01-01-02-03.wav,3.5035374149659866,ravdess
neutral,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-01-01-02-01-03.wav,3.5035374149659866,ravdess
neutral,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-01-01-02-02-03.wav,3.47015873015873,ravdess
neutral,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-02-01-01-01-03.wav,3.83718820861678,ravdess
neutral,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-02-01-01-02-03.wav,3.737097505668934,ravdess
neutral,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-02-01-02-01-03.wav,3.83718820861678,ravdess
neutral,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-02-01-02-02-03.wav,3.970657596371882,ravdess
neutral,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-02-02-01-01-03.wav,4.037414965986395,ravdess
neutral,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-02-02-01-02-03.wav,3.970657596371882,ravdess
neutral,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-02-02-02-01-03.wav,4.1374603174603175,ravdess
neutral,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-02-02-02-02-03.wav,4.004036281179138,ravdess
happy,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-03-01-01-01-03.wav,3.7704308390022674,ravdess
happy,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-03-01-01-02-03.wav,3.603628117913832,ravdess
happy,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-03-01-02-01-03.wav,3.5035374149659866,ravdess
happy,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-03-01-02-02-03.wav,3.5035374149659866,ravdess
happy,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-03-02-01-01-03.wav,4.304353741496598,ravdess
happy,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-03-02-01-02-03.wav,4.404399092970522,ravdess
happy,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-03-02-02-01-03.wav,4.1374603174603175,ravdess
happy,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-03-02-02-02-03.wav,3.83718820861678,ravdess
sad,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-04-01-01-01-03.wav,3.603628117913832,ravdess
sad,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-04-01-01-02-03.wav,3.570249433106576,ravdess
sad,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-04-01-02-01-03.wav,3.570249433106576,ravdess
sad,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-04-01-02-02-03.wav,3.5369160997732427,ravdess
sad,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-04-02-01-01-03.wav,3.7704761904761903,ravdess
sad,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-04-02-01-02-03.wav,3.83718820861678,ravdess
sad,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-04-02-02-01-03.wav,3.47015873015873,ravdess
sad,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-04-02-02-02-03.wav,3.703718820861678,ravdess
angry,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-05-01-01-01-03.wav,4.004036281179138,ravdess
angry,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-05-01-01-02-03.wav,4.070748299319728,ravdess
angry,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-05-01-02-01-03.wav,3.803854875283447,ravdess
angry,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-05-01-02-02-03.wav,3.83718820861678,ravdess
angry,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-05-02-01-01-03.wav,4.404399092970522,ravdess
angry,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-05-02-01-02-03.wav,4.404444444444445,ravdess
angry,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-05-02-02-01-03.wav,4.237596371882086,ravdess
angry,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-05-02-02-02-03.wav,4.50453514739229,ravdess
fear,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-06-01-01-01-03.wav,3.737097505668934,ravdess
fear,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-06-01-01-02-03.wav,3.83718820861678,ravdess
fear,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-06-01-02-01-03.wav,3.5035374149659866,ravdess
fear,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-06-01-02-02-03.wav,3.2032199546485263,ravdess
fear,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-06-02-01-01-03.wav,3.3033560090702947,ravdess
fear,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-06-02-01-02-03.wav,3.9039002267573695,ravdess
fear,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-06-02-02-01-03.wav,3.3033560090702947,ravdess
fear,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-06-02-02-02-03.wav,3.436780045351474,ravdess
disgust,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-07-01-01-01-03.wav,4.037414965986395,ravdess
disgust,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-07-01-01-02-03.wav,3.970657596371882,ravdess
disgust,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-07-01-02-01-03.wav,3.603628117913832,ravdess
disgust,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-07-01-02-02-03.wav,3.7704761904761903,ravdess
disgust,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-07-02-01-01-03.wav,4.104126984126984,ravdess
disgust,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-07-02-01-02-03.wav,4.104126984126984,ravdess
disgust,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-07-02-02-01-03.wav,3.83718820861678,ravdess
disgust,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-07-02-02-02-03.wav,3.937278911564626,ravdess
surprised,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-08-01-01-01-03.wav,3.2365986394557824,ravdess
surprised,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-08-01-01-02-03.wav,3.3700680272108845,ravdess
surprised,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-08-01-02-01-03.wav,3.2032199546485263,ravdess
surprised,male,normal,./data/ravdess-emotional-speech-audio/Actor_03\03-01-08-01-02-02-03.wav,3.570249433106576,ravdess
surprised,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-08-02-01-01-03.wav,3.2699773242630386,ravdess
surprised,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-08-02-01-02-03.wav,3.603628117913832,ravdess
surprised,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-08-02-02-01-03.wav,3.5035374149659866,ravdess
surprised,male,high,./data/ravdess-emotional-speech-audio/Actor_03\03-01-08-02-02-02-03.wav,3.2365986394557824,ravdess
neutral,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-01-01-01-01-04.wav,3.3033106575963718,ravdess
neutral,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-01-01-01-02-04.wav,3.3700680272108845,ravdess
neutral,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-01-01-02-01-04.wav,3.2699773242630386,ravdess
neutral,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-01-01-02-02-04.wav,3.2365986394557824,ravdess
neutral,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-02-01-01-01-04.wav,3.803809523809524,ravdess
neutral,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-02-01-01-02-04.wav,3.737097505668934,ravdess
neutral,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-02-01-02-01-04.wav,3.6370068027210882,ravdess
neutral,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-02-01-02-02-04.wav,3.570294784580499,ravdess
neutral,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-02-02-01-01-04.wav,3.970657596371882,ravdess
neutral,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-02-02-01-02-04.wav,3.803854875283447,ravdess
neutral,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-02-02-02-01-04.wav,3.803809523809524,ravdess
neutral,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-02-02-02-02-04.wav,4.037414965986395,ravdess
happy,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-03-01-01-01-04.wav,3.5035374149659866,ravdess
happy,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-03-01-01-02-04.wav,3.53687074829932,ravdess
happy,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-03-01-02-01-04.wav,3.5035374149659866,ravdess
happy,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-03-01-02-02-04.wav,3.436780045351474,ravdess
happy,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-03-02-01-01-04.wav,3.8705668934240363,ravdess
happy,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-03-02-01-02-04.wav,3.570249433106576,ravdess
happy,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-03-02-02-01-04.wav,3.603628117913832,ravdess
happy,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-03-02-02-02-04.wav,3.7704308390022674,ravdess
sad,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-04-01-01-01-04.wav,3.3700680272108845,ravdess
sad,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-04-01-01-02-04.wav,3.4034013605442177,ravdess
sad,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-04-01-02-01-04.wav,3.436780045351474,ravdess
sad,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-04-01-02-02-04.wav,3.47015873015873,ravdess
sad,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-04-02-01-01-04.wav,3.670340136054422,ravdess
sad,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-04-02-01-02-04.wav,3.7704761904761903,ravdess
sad,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-04-02-02-01-04.wav,3.7704761904761903,ravdess
sad,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-04-02-02-02-04.wav,3.7704761904761903,ravdess
angry,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-05-01-01-01-04.wav,3.703718820861678,ravdess
angry,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-05-01-01-02-04.wav,3.603628117913832,ravdess
angry,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-05-01-02-01-04.wav,3.47015873015873,ravdess
angry,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-05-01-02-02-04.wav,3.737097505668934,ravdess
angry,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-05-02-01-01-04.wav,3.7704761904761903,ravdess
angry,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-05-02-01-02-04.wav,3.8705215419501133,ravdess
angry,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-05-02-02-01-04.wav,3.703718820861678,ravdess
angry,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-05-02-02-02-04.wav,3.83718820861678,ravdess
fear,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-06-01-01-01-04.wav,3.3033106575963718,ravdess
fear,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-06-01-01-02-04.wav,3.2365986394557824,ravdess
fear,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-06-01-02-01-04.wav,3.47015873015873,ravdess
fear,female,normal,./data/ravdess-emotional-speech-audio/Actor_04\03-01-06-01-02-02-04.wav,3.47015873015873,ravdess
fear,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-06-02-01-01-04.wav,3.937278911564626,ravdess
fear,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-06-02-01-02-04.wav,3.4034013605442177,ravdess
fear,female,high,./data/ravdess-emotional-speech-audio/Actor_04\03-01-06-02-02-01-04.wav,3.603628117913832,ravdess
