emotions,genders,audio_intensity,audio_path,duration,dataset
angry,male,normal,./data/augmented_audio\angry_77.wav,3.2699773242630386,crema
sad,male,normal,./data/augmented_audio\sad_78.wav,2.3690702947845805,crema
angry,female,normal,./data/augmented_audio\angry_79.wav,1.668344671201814,crema
happy,male,low,./data/augmented_audio\happy_80.wav,2.1021315192743764,crema
sad,male,normal,./data/augmented_audio\sad_81.wav,2.6026303854875286,crema
neutral,male,normal,./data/augmented_audio\neutral_82.wav,2.3356916099773244,crema
neutral,female,normal,./data/augmented_audio\neutral_83.wav,2.5359183673469388,crema
neutral,female,normal,./data/augmented_audio\neutral_84.wav,4.037369614512472,ravdess
neutral,male,normal,./data/augmented_audio\neutral_85.wav,3.7704761904761903,ravdess
happy,female,normal,./data/augmented_audio\happy_86.wav,1.9647619047619047,tess
surprised,female,normal,./data/augmented_audio\surprised_87.wav,2.0398185941043083,tess
disgust,female,normal,./data/augmented_audio\disgust_88.wav,2.294875283446712,tess
fear,male,normal,./data/augmented_audio\fear_89.wav,2.669342403628118,crema
neutral,female,normal,./data/augmented_audio\neutral_90.wav,2.1481632653061222,tess
surprised,female,high,./data/augmented_audio\surprised_91.wav,3.3700680272108845,ravdess
angry,female,normal,./data/augmented_audio\angry_92.wav,1.7657142857142858,tess
neutral,female,normal,./data/augmented_audio\neutral_93.wav,2.769478458049887,crema
disgust,male,normal,./data/augmented_audio\disgust_94.wav,1.901904761904762,crema
disgust,male,normal,./data/augmented_audio\disgust_95.wav,1.4347845804988661,crema
fear,female,high,./data/augmented_audio\fear_96.wav,2.4691609977324265,crema
happy,male,normal,./data/augmented_audio\happy_97.wav,1.801814058956916,crema
fear,female,normal,./data/augmented_audio\fear_98.wav,2.635963718820862,crema
surprised,female,normal,./data/augmented_audio\surprised_99.wav,1.9808616780045352,tess
disgust,female,normal,./data/augmented_audio\disgust_100.wav,2.701496598639456,tess
happy,female,normal,./data/augmented_audio\happy_101.wav,2.2022222222222223,crema
fear,female,low,./data/augmented_audio\fear_102.wav,2.5025396825396826,crema
sad,male,low,./data/augmented_audio\sad_103.wav,1.5682539682539682,crema
sad,male,normal,./data/augmented_audio\sad_104.wav,2.168843537414966,crema
happy,male,normal,./data/augmented_audio\happy_105.wav,2.2756009070294785,crema
sad,male,low,./data/augmented_audio\sad_106.wav,1.8351927437641724,crema
neutral,male,normal,./data/augmented_audio\neutral_107.wav,2.3356916099773244,crema
fear,female,normal,./data/augmented_audio\fear_108.wav,2.43578231292517,crema
neutral,female,normal,./data/augmented_audio\neutral_109.wav,2.389342403628118,crema
happy,male,normal,./data/augmented_audio\happy_110.wav,1.901904761904762,crema
sad,male,normal,./data/augmented_audio\sad_111.wav,3.3700226757369616,crema
happy,female,normal,./data/augmented_audio\happy_112.wav,1.9717460317460318,tess
sad,male,normal,./data/augmented_audio\sad_113.wav,2.8695238095238094,crema
fear,female,normal,./data/augmented_audio\fear_114.wav,1.779047619047619,tess
disgust,female,normal,./data/augmented_audio\disgust_115.wav,2.3305668934240362,tess
neutral,male,normal,./data/augmented_audio\neutral_116.wav,4.104126984126984,ravdess
angry,male,normal,./data/augmented_audio\angry_117.wav,2.3690249433106576,crema
disgust,male,normal,./data/augmented_audio\disgust_118.wav,2.035419501133787,crema
sad,male,normal,./data/augmented_audio\sad_119.wav,2.1354648526077096,crema
happy,female,normal,./data/augmented_audio\happy_120.wav,2.168843537414966,crema
neutral,male,normal,./data/augmented_audio\neutral_121.wav,2.2756009070294785,crema
disgust,female,high,./data/augmented_audio\disgust_122.wav,3.3033560090702947,crema
happy,male,high,./data/augmented_audio\happy_123.wav,2.035419501133787,crema
disgust,female,normal,./data/augmented_audio\disgust_124.wav,2.5091609977324265,tess
neutral,female,normal,./data/augmented_audio\neutral_125.wav,1.874829931972789,tess
neutral,male,normal,./data/augmented_audio\neutral_126.wav,2.769478458049887,crema
happy,male,normal,./data/augmented_audio\happy_127.wav,2.2022222222222223,crema
sad,female,normal,./data/augmented_audio\sad_128.wav,2.2858956916099773,tess
sad,female,normal,./data/augmented_audio\sad_129.wav,2.6356009070294784,tess
angry,female,normal,./data/augmented_audio\angry_130.wav,2.3356916099773244,crema
sad,female,normal,./data/augmented_audio\sad_131.wav,2.4691609977324265,crema
neutral,male,normal,./data/augmented_audio\neutral_132.wav,2.1354648526077096,crema
fear,male,high,./data/augmented_audio\fear_133.wav,2.4024036281179137,crema
neutral,female,normal,./data/augmented_audio\neutral_134.wav,2.6026303854875286,crema
surprised,female,normal,./data/augmented_audio\surprised_135.wav,1.814467120181406,tess
disgust,male,normal,./data/augmented_audio\disgust_136.wav,3.83718820861678,ravdess
fear,male,low,./data/augmented_audio\fear_137.wav,2.3023129251700682,crema
neutral,female,normal,./data/augmented_audio\neutral_138.wav,2.5025396825396826,crema
surprised,female,high,./data/augmented_audio\surprised_139.wav,3.8705668934240363,ravdess
sad,male,normal,./data/augmented_audio\sad_140.wav,2.5025396825396826,crema
sad,female,normal,./data/augmented_audio\sad_141.wav,2.569251700680272,crema
neutral,male,normal,./data/augmented_audio\neutral_142.wav,3.570249433106576,ravdess
surprised,female,normal,./data/augmented_audio\surprised_143.wav,1.7077551020408164,tess
angry,male,normal,./data/augmented_audio\angry_144.wav,3.6370068027210882,ravdess
happy,female,normal,./data/augmented_audio\happy_145.wav,2.6026303854875286,crema
happy,female,normal,./data/augmented_audio\happy_146.wav,2.8695238095238094,crema
disgust,male,normal,./data/augmented_audio\disgust_147.wav,3.603628117913832,crema
angry,female,normal,./data/augmented_audio\angry_148.wav,1.8685714285714285,crema
fear,female,normal,./data/augmented_audio\fear_149.wav,1.6513378684807256,tess
sad,female,normal,./data/augmented_audio\sad_150.wav,1.901904761904762,crema
happy,male,normal,./data/augmented_audio\happy_151.wav,2.5025396825396826,crema
fear,male,low,./data/augmented_audio\fear_152.wav,2.0020408163265304,crema
happy,male,normal,./data/augmented_audio\happy_153.wav,2.2756009070294785,crema
sad,male,normal,./data/augmented_audio\sad_154.wav,2.6026303854875286,crema
happy,female,normal,./data/augmented_audio\happy_155.wav,3.2365986394557824,crema
disgust,male,normal,./data/augmented_audio\disgust_156.wav,4.738095238095238,crema
happy,female,normal,./data/augmented_audio\happy_157.wav,1.9010430839002268,tess
disgust,male,normal,./data/augmented_audio\disgust_158.wav,3.3033560090702947,crema
fear,male,normal,./data/augmented_audio\fear_159.wav,1.9686621315192743,crema
angry,male,normal,./data/augmented_audio\angry_160.wav,3.737097505668934,ravdess
angry,female,low,./data/augmented_audio\angry_161.wav,2.2689795918367346,crema
sad,female,normal,./data/augmented_audio\sad_162.wav,1.9873469387755103,tess
disgust,female,normal,./data/augmented_audio\disgust_163.wav,3.5369160997732427,crema
happy,female,normal,./data/augmented_audio\happy_164.wav,1.7684807256235828,crema
disgust,male,normal,./data/augmented_audio\disgust_165.wav,2.569251700680272,crema
angry,female,normal,./data/augmented_audio\angry_166.wav,2.936281179138322,crema
sad,female,normal,./data/augmented_audio\sad_167.wav,2.253514739229025,tess
fear,female,normal,./data/augmented_audio\fear_168.wav,3.670340136054422,ravdess
neutral,female,normal,./data/augmented_audio\neutral_169.wav,3.603628117913832,ravdess
fear,male,normal,./data/augmented_audio\fear_170.wav,3.1365079365079365,ravdess
neutral,female,normal,./data/augmented_audio\neutral_171.wav,3.737097505668934,ravdess
neutral,male,normal,./data/augmented_audio\neutral_172.wav,2.1021315192743764,crema
disgust,female,normal,./data/augmented_audio\disgust_173.wav,3.5035374149659866,crema
sad,male,normal,./data/augmented_audio\sad_174.wav,2.73609977324263,crema
disgust,male,normal,./data/augmented_audio\disgust_175.wav,3.937278911564626,crema
sad,female,normal,./data/augmented_audio\sad_176.wav,2.0561904761904763,tess
sad,female,normal,./data/augmented_audio\sad_177.wav,2.5359183673469388,crema
disgust,female,normal,./data/augmented_audio\disgust_178.wav,2.802857142857143,crema
sad,female,normal,./data/augmented_audio\sad_179.wav,2.235918367346939,tess
fear,female,normal,./data/augmented_audio\fear_180.wav,1.386938775510204,tess
neutral,male,high,./data/augmented_audio\neutral_181.wav,3.937278911564626,ravdess
sad,female,high,./data/augmented_audio\sad_182.wav,3.803854875283447,ravdess
disgust,male,normal,./data/augmented_audio\disgust_183.wav,2.635963718820862,crema
sad,female,normal,./data/augmented_audio\sad_184.wav,2.0825850340136056,tess
happy,male,normal,./data/augmented_audio\happy_185.wav,2.2356009070294784,crema
angry,female,normal,./data/augmented_audio\angry_186.wav,1.6847165532879818,tess
sad,female,normal,./data/augmented_audio\sad_187.wav,3.603628117913832,crema
disgust,male,high,./data/augmented_audio\disgust_188.wav,3.8705215419501133,ravdess
neutral,female,normal,./data/augmented_audio\neutral_189.wav,1.8520181405895693,tess
angry,female,normal,./data/augmented_audio\angry_190.wav,2.1021315192743764,crema
happy,female,low,./data/augmented_audio\happy_191.wav,1.6016326530612246,crema
happy,female,normal,./data/augmented_audio\happy_192.wav,2.902902494331066,crema
disgust,male,normal,./data/augmented_audio\disgust_193.wav,2.3356916099773244,crema
fear,female,normal,./data/augmented_audio\fear_194.wav,1.8685260770975056,crema
sad,female,normal,./data/augmented_audio\sad_195.wav,3.1031292517006803,crema
disgust,male,normal,./data/augmented_audio\disgust_196.wav,2.2756009070294785,crema
neutral,female,normal,./data/augmented_audio\neutral_197.wav,2.73609977324263,crema
happy,male,normal,./data/augmented_audio\happy_198.wav,2.3023129251700682,crema
fear,male,normal,./data/augmented_audio\fear_199.wav,1.901904761904762,crema
disgust,female,high,./data/augmented_audio\disgust_200.wav,4.070748299319728,ravdess
fear,female,normal,./data/augmented_audio\fear_201.wav,1.9756462585034014,tess
disgust,male,normal,./data/augmented_audio\disgust_202.wav,3.4034013605442177,crema
disgust,female,normal,./data/augmented_audio\disgust_203.wav,2.423219954648526,tess
disgust,male,normal,./data/augmented_audio\disgust_204.wav,2.4024036281179137,crema
fear,male,normal,./data/augmented_audio\fear_205.wav,3.3033560090702947,crema
happy,male,normal,./data/augmented_audio\happy_206.wav,3.53687074829932,ravdess
disgust,male,normal,./data/augmented_audio\disgust_207.wav,3.5369160997732427,crema
disgust,female,normal,./data/augmented_audio\disgust_208.wav,2.1021315192743764,crema
sad,female,normal,./data/augmented_audio\sad_209.wav,3.3700680272108845,ravdess
happy,male,normal,./data/augmented_audio\happy_210.wav,2.168843537414966,crema
disgust,female,high,./data/augmented_audio\disgust_211.wav,4.237596371882086,ravdess
sad,female,normal,./data/augmented_audio\sad_212.wav,2.73609977324263,crema
fear,male,high,./data/augmented_audio\fear_213.wav,2.3023129251700682,crema
sad,female,normal,./data/augmented_audio\sad_214.wav,2.1161904761904764,tess
sad,male,normal,./data/augmented_audio\sad_215.wav,2.1021315192743764,crema
neutral,female,normal,./data/augmented_audio\neutral_216.wav,3.2365986394557824,crema
sad,male,high,./data/augmented_audio\sad_217.wav,1.4681632653061225,crema
neutral,female,normal,./data/augmented_audio\neutral_218.wav,1.9830385487528344,tess
happy,male,high,./data/augmented_audio\happy_219.wav,3.2699773242630386,crema
disgust,male,normal,./data/augmented_audio\disgust_220.wav,3.5369160997732427,crema
neutral,male,normal,./data/augmented_audio\neutral_221.wav,2.635963718820862,crema
angry,male,normal,./data/augmented_audio\angry_222.wav,3.53687074829932,ravdess
sad,female,normal,./data/augmented_audio\sad_223.wav,1.7351020408163265,crema
angry,female,normal,./data/augmented_audio\angry_224.wav,3.1364625850340135,crema
disgust,male,normal,./data/augmented_audio\disgust_225.wav,2.06875283446712,crema
sad,female,normal,./data/augmented_audio\sad_226.wav,3.436780045351474,crema
fear,male,normal,./data/augmented_audio\fear_227.wav,2.73609977324263,crema
fear,female,normal,./data/augmented_audio\fear_228.wav,1.6573242630385487,tess
fear,female,normal,./data/augmented_audio\fear_229.wav,1.7591836734693878,tess
sad,female,normal,./data/augmented_audio\sad_230.wav,2.6296145124716555,tess
happy,female,normal,./data/augmented_audio\happy_231.wav,1.801814058956916,crema
angry,female,normal,./data/augmented_audio\angry_232.wav,1.6678004535147393,tess
fear,female,high,./data/augmented_audio\fear_233.wav,1.7684807256235828,crema
sad,female,normal,./data/augmented_audio\sad_234.wav,3.2032199546485263,crema
fear,male,normal,./data/augmented_audio\fear_235.wav,2.936281179138322,crema
sad,male,normal,./data/augmented_audio\sad_236.wav,2.669342403628118,crema
disgust,male,normal,./data/augmented_audio\disgust_237.wav,2.1354648526077096,crema
happy,female,normal,./data/augmented_audio\happy_238.wav,2.73609977324263,crema
happy,male,high,./data/augmented_audio\happy_239.wav,3.570249433106576,ravdess
fear,female,normal,./data/augmented_audio\fear_240.wav,1.600907029478458,tess
angry,female,normal,./data/augmented_audio\angry_241.wav,2.802857142857143,crema
sad,female,normal,./data/augmented_audio\sad_242.wav,2.73609977324263,crema
sad,female,normal,./data/augmented_audio\sad_243.wav,3.0030385487528344,crema
neutral,male,normal,./data/augmented_audio\neutral_244.wav,2.569251700680272,crema
neutral,female,normal,./data/augmented_audio\neutral_245.wav,1.9096598639455782,tess
neutral,female,normal,./data/augmented_audio\neutral_246.wav,2.569251700680272,crema
angry,female,high,./data/augmented_audio\angry_247.wav,3.970657596371882,ravdess
angry,male,normal,./data/augmented_audio\angry_248.wav,2.802857142857143,crema
happy,male,normal,./data/augmented_audio\happy_249.wav,1.9352834467120181,crema
angry,female,high,./data/augmented_audio\angry_250.wav,2.5025396825396826,crema
happy,female,normal,./data/augmented_audio\happy_251.wav,1.9759183673469387,tess
disgust,female,normal,./data/augmented_audio\disgust_252.wav,2.936281179138322,crema
fear,female,normal,./data/augmented_audio\fear_253.wav,1.7132426303854875,tess
angry,female,normal,./data/augmented_audio\angry_254.wav,2.802857142857143,crema
happy,female,normal,./data/augmented_audio\happy_255.wav,2.0951927437641724,tess
surprised,female,normal,./data/augmented_audio\surprised_256.wav,2.0039909297052154,tess
fear,male,normal,./data/augmented_audio\fear_257.wav,2.1021315192743764,crema
sad,female,normal,./data/augmented_audio\sad_258.wav,2.6026303854875286,crema
angry,female,normal,./data/augmented_audio\angry_259.wav,3.069750566893424,crema
neutral,female,normal,./data/augmented_audio\neutral_260.wav,3.1031292517006803,crema
fear,female,normal,./data/augmented_audio\fear_261.wav,2.5025396825396826,crema
fear,male,normal,./data/augmented_audio\fear_262.wav,2.8695238095238094,crema
neutral,male,normal,./data/augmented_audio\neutral_263.wav,2.1354648526077096,crema
happy,female,normal,./data/augmented_audio\happy_264.wav,2.0040362811791383,tess
sad,male,high,./data/augmented_audio\sad_265.wav,2.2356009070294784,crema
sad,female,normal,./data/augmented_audio\sad_266.wav,2.1931519274376416,tess
disgust,male,normal,./data/augmented_audio\disgust_267.wav,2.802857142857143,crema
sad,female,normal,./data/augmented_audio\sad_268.wav,2.613650793650794,tess
fear,male,normal,./data/augmented_audio\fear_269.wav,2.1021315192743764,crema
happy,female,normal,./data/augmented_audio\happy_270.wav,2.168843537414966,crema
disgust,female,normal,./data/augmented_audio\disgust_271.wav,2.6026303854875286,crema
neutral,male,normal,./data/augmented_audio\neutral_272.wav,2.702721088435374,crema
angry,male,high,./data/augmented_audio\angry_273.wav,2.2689795918367346,crema
happy,female,normal,./data/augmented_audio\happy_274.wav,1.874829931972789,tess
angry,female,high,./data/augmented_audio\angry_275.wav,3.703718820861678,ravdess
happy,female,normal,./data/augmented_audio\happy_276.wav,3.0030385487528344,crema
neutral,female,normal,./data/augmented_audio\neutral_277.wav,2.2022222222222223,crema
happy,male,normal,./data/augmented_audio\happy_278.wav,3.670340136054422,crema
happy,female,normal,./data/augmented_audio\happy_279.wav,1.7723356009070295,tess
angry,male,normal,./data/augmented_audio\angry_280.wav,2.3023129251700682,crema
neutral,female,normal,./data/augmented_audio\neutral_281.wav,3.069750566893424,crema
happy,male,normal,./data/augmented_audio\happy_282.wav,2.802857142857143,crema
fear,female,normal,./data/augmented_audio\fear_283.wav,2.2689795918367346,crema
neutral,female,normal,./data/augmented_audio\neutral_284.wav,2.1021315192743764,crema
happy,female,normal,./data/augmented_audio\happy_285.wav,1.901904761904762,crema
sad,female,normal,./data/augmented_audio\sad_286.wav,3.803854875283447,crema
happy,male,normal,./data/augmented_audio\happy_287.wav,1.9686621315192743,crema
angry,female,normal,./data/augmented_audio\angry_288.wav,2.2022222222222223,crema
disgust,male,normal,./data/augmented_audio\disgust_289.wav,3.1364625850340135,ravdess
happy,female,normal,./data/augmented_audio\happy_290.wav,2.1220861678004534,tess
neutral,female,normal,./data/augmented_audio\neutral_291.wav,2.035419501133787,crema
happy,male,normal,./data/augmented_audio\happy_292.wav,2.2022222222222223,crema
angry,female,high,./data/augmented_audio\angry_293.wav,2.936281179138322,crema
angry,female,normal,./data/augmented_audio\angry_294.wav,1.7684807256235828,crema
sad,female,normal,./data/augmented_audio\sad_295.wav,2.6081179138321997,tess
fear,male,normal,./data/augmented_audio\fear_296.wav,2.4024036281179137,crema
fear,female,normal,./data/augmented_audio\fear_297.wav,2.836190476190476,crema
happy,female,normal,./data/augmented_audio\happy_298.wav,1.7684807256235828,crema
neutral,female,high,./data/augmented_audio\neutral_299.wav,3.8705215419501133,ravdess
sad,male,low,./data/augmented_audio\sad_300.wav,2.2689795918367346,crema
fear,female,normal,./data/augmented_audio\fear_301.wav,1.901904761904762,crema
neutral,male,normal,./data/augmented_audio\neutral_302.wav,3.069750566893424,crema
happy,female,normal,./data/augmented_audio\happy_303.wav,2.107981859410431,tess
neutral,male,normal,./data/augmented_audio\neutral_304.wav,3.1364625850340135,crema
sad,female,normal,./data/augmented_audio\sad_305.wav,2.802857142857143,crema
happy,female,normal,./data/augmented_audio\happy_306.wav,2.0359637188208617,tess
sad,female,normal,./data/augmented_audio\sad_307.wav,2.769478458049887,crema
sad,female,high,./data/augmented_audio\sad_308.wav,3.737097505668934,ravdess
disgust,female,normal,./data/augmented_audio\disgust_309.wav,2.261859410430839,tess
disgust,female,normal,./data/augmented_audio\disgust_310.wav,2.635963718820862,crema
sad,female,normal,./data/augmented_audio\sad_311.wav,3.6369614512471657,crema
fear,female,normal,./data/augmented_audio\fear_312.wav,2.902902494331066,crema
neutral,female,normal,./data/augmented_audio\neutral_313.wav,2.6026303854875286,crema
disgust,male,normal,./data/augmented_audio\disgust_314.wav,3.1698412698412697,crema
disgust,female,normal,./data/augmented_audio\disgust_315.wav,4.070748299319728,ravdess
neutral,male,normal,./data/augmented_audio\neutral_316.wav,2.3023129251700682,crema
angry,female,normal,./data/augmented_audio\angry_317.wav,2.035419501133787,crema
disgust,male,normal,./data/augmented_audio\disgust_318.wav,2.669342403628118,crema
disgust,female,normal,./data/augmented_audio\disgust_319.wav,2.936281179138322,crema
fear,female,normal,./data/augmented_audio\fear_320.wav,2.802857142857143,crema
sad,male,normal,./data/augmented_audio\sad_321.wav,2.9696598639455782,crema
sad,female,normal,./data/augmented_audio\sad_322.wav,2.5025396825396826,crema
neutral,female,normal,./data/augmented_audio\neutral_323.wav,1.9549659863945579,tess
sad,male,normal,./data/augmented_audio\sad_324.wav,2.035419501133787,crema
fear,female,normal,./data/augmented_audio\fear_325.wav,3.3033560090702947,crema
angry,male,normal,./data/augmented_audio\angry_326.wav,1.9352834467120181,crema
neutral,male,normal,./data/augmented_audio\neutral_327.wav,2.168843537414966,crema
angry,male,normal,./data/augmented_audio\angry_328.wav,3.47015873015873,crema
happy,male,normal,./data/augmented_audio\happy_329.wav,2.2689795918367346,crema
disgust,male,normal,./data/augmented_audio\disgust_330.wav,3.5369160997732427,crema
neutral,male,normal,./data/augmented_audio\neutral_331.wav,2.1354648526077096,crema
fear,female,normal,./data/augmented_audio\fear_332.wav,2.3356916099773244,crema
fear,female,normal,./data/augmented_audio\fear_333.wav,1.7085260770975057,tess
fear,female,normal,./data/augmented_audio\fear_334.wav,1.5158730158730158,tess
neutral,male,normal,./data/augmented_audio\neutral_335.wav,3.803809523809524,ravdess
fear,female,high,./data/augmented_audio\fear_336.wav,1.901904761904762,crema
angry,female,low,./data/augmented_audio\angry_337.wav,2.035419501133787,crema
sad,male,normal,./data/augmented_audio\sad_338.wav,2.06875283446712,crema
neutral,female,normal,./data/augmented_audio\neutral_339.wav,1.9314739229024944,tess
neutral,female,normal,./data/augmented_audio\neutral_340.wav,3.6369614512471657,crema
sad,male,normal,./data/augmented_audio\sad_341.wav,2.3023129251700682,crema
disgust,female,low,./data/augmented_audio\disgust_342.wav,1.9352834467120181,crema
neutral,male,normal,./data/augmented_audio\neutral_343.wav,3.0030385487528344,crema
neutral,female,normal,./data/augmented_audio\neutral_344.wav,2.3356916099773244,crema
fear,male,normal,./data/augmented_audio\fear_345.wav,2.06875283446712,crema
angry,female,normal,./data/augmented_audio\angry_346.wav,2.769478458049887,crema
angry,male,low,./data/augmented_audio\angry_347.wav,2.802857142857143,crema
disgust,female,normal,./data/augmented_audio\disgust_348.wav,2.2689795918367346,crema
happy,female,normal,./data/augmented_audio\happy_349.wav,3.3033106575963718,ravdess
happy,male,low,./data/augmented_audio\happy_350.wav,2.0020408163265304,crema
fear,female,normal,./data/augmented_audio\fear_351.wav,2.6026303854875286,crema
happy,male,normal,./data/augmented_audio\happy_352.wav,1.8351927437641724,crema
disgust,male,normal,./data/augmented_audio\disgust_353.wav,2.3690702947845805,crema
fear,female,normal,./data/augmented_audio\fear_354.wav,1.7912471655328799,tess
sad,male,normal,./data/augmented_audio\sad_355.wav,3.1364625850340135,crema
fear,male,normal,./data/augmented_audio\fear_356.wav,2.669342403628118,crema
fear,female,low,./data/augmented_audio\fear_357.wav,1.9686621315192743,crema
happy,female,normal,./data/augmented_audio\happy_358.wav,1.8728798185941042,tess
happy,male,normal,./data/augmented_audio\happy_359.wav,1.5682539682539682,crema
happy,male,normal,./data/augmented_audio\happy_360.wav,2.902902494331066,crema
happy,female,low,./data/augmented_audio\happy_361.wav,2.4024036281179137,crema
angry,female,normal,./data/augmented_audio\angry_362.wav,2.569251700680272,crema
